datetime,sum,square_sum,light,moderate,heavy,sum_rr,square_sum_rr
202110060305,2.3975886097839036,42.37904876580373,0.03467790487658037,0.0024261211523434996,0.0,0.11125738748446846,0.10237627414592594
202204081940,4.091249823869241,74.77854150921644,0.05774014628460169,0.007286049162898536,0.0,0.17935785527175374,0.3189106392585856
202108010350,6.274611551615919,125.70758963454469,0.10464344729527202,0.023997335621965748,0.0004303995286100401,0.35195012777486007,1.87873413221976
202009301920,6.223979402308274,102.80296668246507,0.07117732204388538,0.005925679224256087,0.0,0.20820242948364867,0.21517422534489605
201909020225,5.41873967233274,105.7054683797251,0.08811917967899369,0.019572930943932774,0.0005764279401027322,0.30657197903723726,1.7694211382530391
201912222135,8.41414618212561,137.82553960059948,0.0879526560518529,0.0012655795662699987,5.123803912024287e-06,0.24499204209204914,0.18117690573481754
201808242200,7.220180101707507,140.46593823254383,0.11332573302419717,0.026574608989713963,0.00012553319584459504,0.3737752107164359,1.499392188760936
201812221305,6.64592721636543,101.83819539626218,0.05654373807114402,0.0016908552909680147,5.123803912024287e-06,0.19094795976532977,0.1549040407598601
201910051725,8.163250156916495,128.21997514955103,0.06364789219516569,0.004078547913971333,1.7933313692085002e-05,0.236436210242484,0.2594033610552474
201904300035,4.837049265374614,70.41232787221233,0.02475309669898933,0.00038684719535783365,0.0,0.13471799463922016,0.06133319876676445
201911130855,8.204632559211959,136.8223705278799,0.09048893898830492,0.0022826546428068198,0.0,0.2517675122010581,0.20852238702012374
202010131100,10.614713643408868,191.48091767328066,0.16663635082685385,0.0014039222718946545,0.0,0.34294700385566246,0.28214270274251607
201903050010,5.24044378546633,74.30262210665198,0.03204426966579989,0.0003253615484135422,0.0,0.1404674830594233,0.06473777632514378
201906191800,9.153574493704125,194.43813134871328,0.17159106920978134,0.048868279810931635,0.0019163026630970833,0.607217998642192,6.078583140123228
202010141250,7.067105819360293,104.21303751905414,0.03441146707315511,0.0003663519797097365,0.0,0.17908219061831504,0.08247237749305084
201905301630,5.909703203658396,97.28550091587995,0.06575633750496368,0.0050981848924641655,0.0,0.19876102018138267,0.21674645256638528
202202071555,5.272373410019599,80.66758041169764,0.04322953360574891,0.0010631893117450395,2.5619019560121434e-06,0.15824123829531045,0.10922746046665044
202101250440,6.275922604941909,95.1245366159837,0.027950350340092484,0.00032792345036955435,2.5619019560121434e-06,0.16772823143902033,0.07944909300664814
202202170050,6.367828275711888,110.35112915828711,0.08292876631611308,0.010455121882485558,0.0,0.2349875547606543,0.30733324420049446
202107170430,5.929162770440775,110.45690496624694,0.0855290968014654,0.01630138214610527,0.00021007596039299576,0.2784623704638324,1.0040425211677149
201904280425,5.947132591235733,93.20108112262544,0.05163001011951272,0.0028283397594374062,0.0,0.18039012162629536,0.15971471220233902
202201041445,5.970893591402257,92.81620146796982,0.05220643805961546,0.0012835128799620838,0.0,0.17492954769620966,0.11398431195319406
201905210000,4.222823984526112,66.26293824535335,0.042509639156109495,0.0013296271151703024,7.68570586803643e-06,0.14032978082928765,0.11651019717037929
201905291100,6.601014513174581,113.25886738314524,0.07988778869432667,0.005561889146502364,7.173325476834001e-05,0.23254704292466727,0.40960593144350366
201808242220,7.282719971306698,136.97123752673986,0.10733088244712875,0.02262927997745526,0.00017164743105281362,0.339110996003433,1.151584216122049
201903150340,5.433977224691611,73.77146809791589,0.02174286190067506,0.0011221130567333189,0.0,0.14126918824535334,0.1113309621062677
202108011745,10.032187736175336,221.25392803617405,0.2012220272330178,0.06316625462743541,0.0006122945674869023,0.6614197179986422,3.492347919095136
201902030430,5.515508473490719,86.3720035354247,0.048130452047600136,0.001250208154533926,1.2809509780060716e-05,0.16721932362585984,0.13708906492179795
201908070320,4.258655385758387,67.8242227829941,0.04116720253115913,0.004188709698079855,3.842852934018215e-05,0.1576264418704446,0.32134242461603496
201911120035,2.578425102796316,35.90856315728797,0.015527687755389602,0.0008351800376599587,5.123803912024287e-06,0.08974612752507462,0.05036076783403999
202010040405,7.853266424993915,158.8648519861145,0.15246134730423866,0.02519630573737943,0.00015883792127275288,0.39279537128364095,1.1411162046703474
202201040005,4.277756606504669,60.095343743194945,0.018138265848565975,0.0004380852344780765,0.0,0.12039542156096686,0.05847019827519951
201903051020,3.488653336236822,51.35907361625271,0.023656602661816132,0.002625949504912447,2.8180921516133577e-05,0.12061158203850539,0.17641046713079792
201907280115,4.62768263158569,79.82245507064445,0.055821281719548595,0.011041797430412338,0.0,0.19514189334161683,0.4101613037519054
202102100555,3.0232844864027055,39.27115938873019,0.012778766956588571,0.00014346650953668002,0.0,0.09060295363277697,0.03198308924545583
201907272220,6.80714386360434,155.64610911140431,0.13273726414490117,0.058885316458939116,0.00022800927408508077,0.5218962157505732,2.8030377752443414
201905050810,7.619520411953834,113.22046959662853,0.05021584023979402,0.0007839419985397159,7.68570586803643e-06,0.19651431222539614,0.12336493612858186
201910022305,7.319372462115875,126.85447115938874,0.09806960687614485,0.008072553063394263,0.0,0.2590013826264619,0.33941358064226884
202101230155,3.8614705957703,51.597622554984824,0.016929048125328243,0.00010759988215251003,0.0,0.10686969005789898,0.03846826133721675
201905301115,7.01801337312821,119.74867741811521,0.09389370668784505,0.002052083466765727,0.0,0.22845440454993787,0.19827592004303995
201808241535,7.98201224589135,166.91303623810316,0.1449549745731231,0.036340579246032255,0.0014859031344870433,0.5196191252385771,5.987056630842738
201810240955,6.6616989252821295,111.90985179397184,0.08023620736034431,0.002792473132053236,3.074282347214572e-05,0.21702037592708828,0.2726486543609976
201912211605,10.177430284243021,183.73489438559187,0.15814108394071758,0.002495292505155828,2.0495215648097147e-05,0.33956925621581463,0.36799848207309105
202108310005,4.687949773912153,79.45969487747703,0.06252834104038839,0.0032459297782673857,0.0,0.17124413164333202,0.1624795147917814
202110060520,2.9976939680018444,56.12623003317663,0.052567666235413174,0.005556765342590339,0.0,0.14521101465728156,0.18291159356706418
201812241035,4.994769877156801,73.15999333905492,0.027327808164781534,0.0014064841738506667,0.0,0.14356058938155686,0.10581282544160785
202204011245,6.400023057117604,112.10053928036174,0.08731218056284985,0.009668617981989829,0.0002075140584369836,0.2577708490783558,0.927522192475694
202106240245,4.132416385924911,70.33303700667375,0.04443618942703063,0.010598588392022237,0.0008146848220118616,0.21898527466791345,1.7384778459528354
201906231050,6.66981887353171,123.17418627589122,0.09985012873557329,0.015345792716512738,0.0004252757246980158,0.3043590961930137,1.448053755107792
202010121435,6.4709409865884435,96.53000627665979,0.0474899765585971,0.00032279964645753006,0.0,0.17422458433140764,0.09185685452880218
202101282110,7.358237795739557,104.22101015794125,0.04281194358691893,0.005492717793690036,0.0,0.19821079169175196,0.2154983659869087
201911120350,2.7462048624899125,39.36574480894616,0.017095571752469032,0.0014449127031908489,2.5619019560121434e-06,0.09680232604685719,0.06393762229078868
202107152140,6.330813275775936,120.784915521283,0.09422931584408265,0.024496906503388115,0.0003586662738417001,0.3230174081237911,1.6458116105396647
202010011125,4.995071541112122,84.93696440237233,0.06883318175413428,0.003274110699783519,5.123803912024287e-06,0.18088689042745335,0.17953436631355119
201809020625,4.053312218991379,67.60497521359858,0.04681875824612192,0.005151984833540421,0.0,0.15599207851909258,0.20038788796802745
201909081745,5.724140161656013,103.94777819052865,0.08199367210216865,0.010852216685667439,1.537141173607286e-05,0.23788996951336672,0.47737276153816594
202201300935,5.77481714424789,86.12416514020009,0.04523294093535041,0.0007045230379033394,7.68570586803643e-06,0.1634778059231173,0.10648516458618879
201811260920,8.103403486748562,129.6234362790936,0.06388614907707482,0.0006225421753109509,0.0,0.22185504518554575,0.12506305681337826
202105172205,6.654758732883293,116.61335007109278,0.0912242048496804,0.009158799492743412,0.0,0.24881542056822986,0.39286638400348417
201901020150,5.3881441582230645,78.20066353260661,0.03797251079201199,0.000553370822498623,0.0,0.14904703251694057,0.07713821240889236
202010121415,6.8581615791563655,105.28114568255472,0.05704074705061037,0.0008274943317919223,0.0,0.19134935776320341,0.11817042972702935
201906161930,9.31555394725044,206.1192360408367,0.1882485557277723,0.058014269793894985,0.0018445694083287433,0.6498517699540138,5.753153701307851
202201300005,3.8224627563503146,52.78854829825663,0.016795829223615614,0.0009632751354605659,2.5619019560121434e-06,0.11179643767533017,0.059755002113569114
202201301530,6.000649442145849,92.92947852485685,0.048386642243201355,0.0023287688780150384,2.5619019560121434e-06,0.17792026800696836,0.14285927872852805
201911052035,10.813453828121999,220.11095084991098,0.22269076562439954,0.028777844671884406,0.0,0.4962444518810765,0.971379472120102
201905210050,4.719226753942126,78.86597922297514,0.058703421420062254,0.0022186070939065163,0.0,0.16529166253026248,0.15231766063125265
201909090435,6.528286599971819,122.13939308542662,0.10100042271382274,0.01599395391138381,9.222847041643717e-05,0.28442511720701447,0.6572309682708443
202102101645,7.263772784915521,100.1162898535873,0.03279746884086746,0.0005098184892464166,0.0,0.17415511275570983,0.08106045428125841
201903160930,5.176296962865231,71.81217159619301,0.021366262313141277,0.002054645368721739,0.0,0.14151783283909974,0.11692612595590966
201909020835,6.846280758835359,132.02406138317087,0.11330779971050507,0.021737738096763038,6.148564694429144e-05,0.3266068128978954,0.9126056784556855
202010040245,7.320303713476886,147.5359883177271,0.1299191719932878,0.03082736623669412,0.00023057117604109292,0.399927185942844,1.6265501108022595
201901130710,3.5958670116694633,46.097280541073694,0.014144260699143044,0.0008351800376599587,2.5619019560121434e-06,0.10218887502081546,0.057070314001114425
